Sentence,POS Tags
ಲೋಗುರ ಜೀವನಾ ದಯನಿಯ ವೇಮಲೋಚ,noun noun adjective verb
ಪರ್ಯಾಯ ಸೇವೆರ ವ್ಯವಸ್ಥೆ ಕರಮಲೆಚ,noun noun noun verb
ಭಾರತೇರ ಬಾಯಿನ ಜೈಲೆರ ಸಜಾ,noun noun noun verb
ಕ್ಷೇತ್ರೇಮ ಠೀಕ ವಜಾಳೋಚ,noun verb verb
ಜಲ್ದಿ ಡಾಕ್ಟರೇನ ಭಳೋ,adverb noun verb
ವುನೆಮ್ ಕಾಂಯಿ ಖರೆ ಛೆನಿ,pronoun noun verb verb
ಯೇನ ಕೊಶಿಸ್ ಕರೋ,pronoun verb verb
ಸೇವೆರ ವಿವರ ಅತ್ ಹೇಟ ದೇಮಲೆಚ,noun noun adverb preposition verb
ಪರಿವಾರೇರ್ ಸಂಬಂಧನೋ ಮಹತ್ವಪೂರ್ಣ ಚ,noun noun noun verb
ಸಾಂಜೆರ್ ಟೈಮ್ ವೆತ್ತೊ,adverb noun verb
ಅತೋಬಿ ವುನೇನ ದೇಶೇರ್ ಭಾರೇತಿ ಬೆಂಬಲೇರ ಜರೂರತ್ ವೇತ್ತಿ,preposition pronoun noun noun verb verb verb
ನೀಕಾಣಿ ಟೀಮ್ ಜೀತಚ,conjunction noun verb
ಪಚಾಸೆಪರ್ ಆಟ್ ಮರ್ಗೆಜೆರ್ ಸೂಚನಾ ಮಳಿತಿ,adjective adjective verb verb verb
ವಿಜ್ಞಾನಿನೋ ಅಪಣೆನ ಹಯಿಜ್ ಕೇರೆಚ,noun pronoun preposition verb
ವೊ ಕ್ಷೇತ್ರೇನುನ ನಿರ್ದಿಷ್ಟ ಕಿದೇಕೊಂತಿ,pronoun noun noun verb
ಹಮ್ ಏರ್ ಬಗ್ಗೆ ವಾತೆ ಕಿದೆ,pronoun pronoun conjunction verb verb
ಇ ಕತ್ರಾರ್ ಚ,pronoun noun verb
ಪಣ ವು ಕತ್ ಜಾರೋಚ,conjunction pronoun noun verb
ತಮ್ ವುನೆನ್ ಕು ಧುನ್ಡ್ಡೋಚೊ,pronoun pronoun noun verb
ಜಾಗತಿಕ ಭವಿಷ್ಯ ಅಪಣ ಹಾತೆಮ್ ಚ,noun noun pronoun noun verb
ಉತ್ತರ ಅಫ್ಸೊಸೆರ್ ವಾತ್ ಕಾವ,noun noun verb verb
ಸರಕಾರೇರ್ ರೈತ ವಿರೋಧಿ ನೀತಿನುರ ವಿರೋಧ,noun noun noun noun verb
ಪಂದ್ರಹ್ ಸೆ ಲೋಗ್ ಜಾಗಾಫರ್ ಛ,adjective noun noun noun verb
ತಮ್ ಟೆಸ್ಟ್ ಕನ್ನಾ ಲಣು,pronoun noun noun verb
ವೊ ಏರ್ ಬಗ್ಗೆ ಕನ್ನಾಯಿ ಏಕ್ ವಾತ್ ಬಿ ಕೇಕೊಂತಿ,pronoun pronoun conjunction noun adjective noun preposition verb
ಅಬ್ಬೆರ್ ಸಲಾ ವೆತ್ತೋಕೋನಿ,adverb preposition verb
ರಾಷ್ಟ್ರಪತಿ ಟ್ರಂಪ್ ಯೇನ ಘಣ ಕಠೋರ್ ರೂಪೇತಿ ಕೇಚ,noun noun preposition adjective adjective verb verb
ಮಾರ್ ದೀ ಛೋರಾ ಅನ ದಿ ಛೋರೀನೋ ಛ,pronoun adjective noun conjunction adjective noun verb
ಆಟೋ ಬಿ ಛ,noun preposition verb
ವೋರ ತೀನ್ ಬೇಟಿನೊ ಛ,pronoun adjective noun verb
ಪಣ ಪಿಚ್ಚರೇಮ ಯೆರ ಉಲ್ಲೇಖ ವೆತ್ತಿಕೋನಿ,conjunction noun pronoun noun verb
ರೈತೆನುನ ಸ್ವಾವಲಂಬಿ ಕರನು,noun noun verb
ಪಣ ವಸ ಅವಕಾಶ ವೇತ್ತೆಕೋನಿ,conjunction preposition verb verb
ಸೆ ಭಳನ್ ಛ,noun verb verb
ಮ ವುನೇರ್ ಜೋಡಿ ರಮ್ಮಮಲೋಚು,pronoun pronoun preposition verb
ಪಣ ಈ ಬರೆ ದಿಲ್ಲಿ ಕಾವ,conjunction pronoun preposition noun verb
ತಮ್ ತೈಯಾರಿ ಕು ಕಿದೆ,pronoun verb noun verb
ಅತ್ರಾಯಿ ವಡಿ ಸೆಕ್ಯೂರಿಟಿ ಕರಮಲೆಚ,noun preposition noun verb
ವೊ ತೀನ್ ಗೀದ ಗೀದಗಾಯೆ,pronoun adjective noun verb
ವುನೇರ್ ಆತ್ಮ ವಿಶ್ವಾಸ್ ಜಾಸ್ತ್ ವೇ,pronoun noun noun adjective verb
ಹಡಗ ಡುಬರೀಚ,noun verb
ಉ ಕಾಮ್ ಧು೦ಡರೀಚ,pronoun noun verb
ಅಬ್ಬೆ ದಸೆಕ್ ಟೈಮ್ ಮಾಯಿ ಅಧಿಕೃತ ನಿರ್ಧಾರ್ ಬಹಾರ್ ಪಡೆವಾಳ್ ಛ,adverb adjective noun preposition noun noun noun verb verb
ಅಪಣ ಈಕೇನೇಕ್ ಪ್ರೀತಿ ಕರಾಚಾ ಅನ್ ಮರ್ಯಾದಿ ದೇಮಾಚಾ,pronoun noun verb verb conjunction verb verb
ಧೊಳೋ ಮಾಣಸ ಕತೋ ಸೆನಿ ಪ್ರೀತಿ ಛ,adjective noun noun noun verb verb
ತಮ್ ಏನ್ ನಂಬಣು,pronoun pronoun verb
ಆಜು ಬಾಜು ವಾಳ್ ಹಮೆನ್ ನಂಬೆನಿ,noun noun preposition pronoun verb
ಉ ಗರಿಬಾಯಿ ಮಾಯಿತಿ ಆಮಲೊಚ್,pronoun noun preposition verb
ಛಾತಿ ದುಕೆರ್ ಮಾರಣಾಂತಿಕ ಛ,noun verb noun verb
ಈ ಛೋ ನಾಳಿ ನಾಳಿ ಬಣ್ಣ ಮಾಯಿ ಮಳಚ,pronoun adjective noun noun noun preposition verb
ವನುನ್ ದಾವಾಖಾನಿ ಮಾಯಿ ಭರ್ತಿ ಕಿದೇತೇ,preposition noun preposition verb verb
ಕುಣ ವನುನಯೀ ವರ್ತನೆ ಕರಚ,noun pronoun verb verb
ಉ ಏಕ್ ಹಿಂದಿ ಸಿನಿಮಾ ಛಕಚ,pronoun adjective noun noun verb
ಈ ಅಭಿರುದ್ಧಿ ವೆರಿ ಜಕೋಣಿ ಸಾಖಿ ಛ,pronoun noun verb preposition noun verb
ಸಾತ್ ಮಾಣಸ ಮರಗೆಚ,adjective noun verb
ಈ ಗಾಮೇನ್ ಸಾವಕಾರ ಇತಿಹಾಸ ಛ,pronoun noun noun noun verb
ಸೇನಿ ಠೀಕ್ ಭೆಳನು,noun verb verb
ಏನ್ ಕಾಕೋ ರೋಗ ಕಾಯಿ ಛ ಕರನ್ ಪತ್ತೆ ಕರಣು,pronoun noun noun noun verb verb verb verb
ಗ್ರಾಮೀಣ್ ಇಲಾಖೇನ್ ಪರಿಶೀಲನೆ ಕರಣು,noun noun verb verb
ಸುಪ್ರೀಂ ಕೋರ್ಟ್ ವನೂರ್ ಜಾಮೀನ್ ರದ್ದ್ ಕರ್ಮಲಿಚ್,noun noun preposition noun verb verb
ವನೂರ್ ಮಾ ಬಾಪ್ ಸಮಾರಂಭ ಮಾಯಿ ಭಾಗಿ ಹುಯೆಕೊಂತಿ,pronoun noun noun noun preposition verb verb
ಗಾಡಿತಿ ಭೀ ಡೀಸೆಲ್ಏರ್ ಪೀಸಾ ಜಾಸ್ತಿ ಛ,noun preposition noun noun adjective verb
ಈ ಘಣ ಭಯಾನಕ್ ವೇತ್ತಿ,pronoun adjective noun verb
ಓನ್ ಫೋಡೆನ್ ಹಮ್ ಛೋಡಾನಿ,pronoun verb pronoun verb
ದುಸರ್ ಕುಣಸಿ ಭೀ ಘಟನೆ ಚಾಲಿ ಕೊಂತಿ,noun noun preposition noun verb verb
ಈ ಸರ್ಕಾರೇತಿ ಮಾಣಸೆ ವನುನ್ ನೆಮ್ಮದಿ ಛೆಯೀ,pronoun noun noun preposition verb verb
ಏ ಹಮೆನ್ ಅವಶೇಷ ಛ,pronoun pronoun noun verb
ಹಮ್ ಕುಣಸಿ ಭೀ ಪಕ್ಷ ವಿರೋಧಿ ಕಾಮ್ ಕಿದೆಕೊಂತಿ,pronoun noun preposition noun verb verb verb
ಮ ಅದ್ಭುತ ಯಶಸು ದೇಕಮಲಿಚು,pronoun noun verb verb
ತಮ್ ಕರ್ರೆ ಜಕೋಣಿ ಕಾಮ್ ಶ್ಲಾಘನೀಯ ಛ,pronoun verb preposition noun verb verb
ಪಣ ಅಂತಿಮ ನಿರ್ಧಾರೆನ್ ವಾಟ್ ದೆಕ್ರೆಚಾ,conjunction noun noun verb verb
ಜೇರ್ಸಾರು ಕಾರ್ಯಾಚರಣೆ ಆಂಗ್ ಘಾಲ್ನಾಕೇಚ,preposition noun adverb verb
ಈ ಯೇತಿ ಆಂಗ್ ಗುಪ್ತ ರಹಸ್ಯ ಕಾವ,pronoun pronoun preposition noun noun verb
ಉ ಸಿನಿಮಾರ್ ನಿರ್ಮಾಪಕಿ ಛ,pronoun noun noun verb
ಪ್ರತಿಯೆಕ್ ಮಾ ಣ ಸ ಓರಜ ರೀತಿ ಮಾಯಿ ನಾಳಿ ರಚ,noun noun noun noun pronoun noun preposition noun verb
ಮಾರ್ ಬೆಟಾ ಸೋತಗೋಚ,pronoun noun verb
ವನೂರ್ ಲಾರ್ತಿರ್ ಪರಿಸ್ಥಿತಿ ಜಾಸ್ತಿ ಹದಗೆಟ್ಟಗೀಚ,pronoun adverb noun adjective verb
ಓನ್ ಕೇಂದ್ರ ಸರ್ಕಾರ್ ಕರ್ರಿಚ,pronoun noun noun verb
ಆಜೆರ್ ಪಂದ್ಯ ಕುತೂಹಲ ದಿನಿಚ,adverb noun verb verb
ತಪ್ಪೆನ್ ಕ್ಷಮಾ ಕರಣು,noun verb verb
ಕಾಯಿ ವಚ ಕೆನ್ ಮಾಲಮ್,noun verb preposition verb
ಆರೋಗ್ಯ ರೆಸಾರು ದಾಡ್ಡಿ ಖಾವೊ,noun verb adverb verb
ತು ಕಾ೦ಯೀ ಕರ್ರಿಚಿ,pronoun noun verb
ಸರ್ಕಾರ್ ಕಾ೦ಯಿ ಭೀ ಮದತ್ ಕರ್ರಿಕೊಂತಿ,noun noun preposition verb verb
ಸೆ ಸ್ಪರ್ದಿ ವನುನ್ ಬಹುಮಾನ ಅನ್ ಪ್ರಮಾಣ ಪತ್ರ ದಿನೇಚ,noun noun preposition noun conjunction noun noun verb
ಪಣ ಮಾಣಸ ವೆಂಡೆ ಕಾವ,conjunction noun noun verb
ಈ ದದ್ದು ಅಜಿ ದುಸರ್ ಖಾಲ್ಡಿರ ಅಲರ್ಜಿ ಕಾರಣ್ ವಚ,pronoun noun preposition noun noun noun verb verb
ಏಕ್ ಕಾಂದಾ ಚಾವರಿಚ,adjective noun verb
ವನೂರ್ ಅರಿವು ರೇಣು,pronoun verb verb
ಈ ಗುಡಿ ಕತ್ತ ಛ,pronoun noun noun verb
ಅಜಿ ಜಾಸ್ತಿ ಛ,preposition adjective verb
ತಮ್ ಸಿನೇಮಾರ್ ಸಾಲಿನ್ ಕಸೆಸಾರು ಛೋಡ್ನಾಕೆಚೊ,pronoun noun noun noun verb
ಓನ್ ಜಬರ್ದಸ್ತಿ ಕರೆಸರಿಕ್ ಛೆಯೀ,pronoun noun noun verb
ತಮ್ ಏಕ್ ಗುಪ್ತಪದ ನಮೂದನೆ ಕರೋ,pronoun adjective noun noun verb
ಶಿಕ್ಷಕರು ಅನ್ ವಿದ್ಯಾರ್ಥಿ ಓಸೆ ಭಳನ ಪ್ರತಿಭಟನೆ ಕಿದೆಚ,noun conjunction noun preposition verb verb verb
ತಮೆನ್ ಕುಣಶಿ ಅಧಿಕಾರ್ ಛೆಯೀ,pronoun noun noun verb
ಹೂಡಿಕೆ ಕರೆನ್ ಆಚೊ ಟೈಮ್ ಛ,noun verb adjective noun verb
ತಾಂಬೆರ್ ಭಾಂಡೆ ವನುನ್ ಕು ಸ್ವಚ್ಛ ಕರಣು,noun noun preposition noun verb verb
ತಮೆನ್ ಕುಣ ಕೇಚ,pronoun noun verb
ಪಣ ಕಾ೦ಯಿ ಕಿದೆ ಕೊಂತಿ,conjunction noun verb verb
ಮ ಓನ್ ಕು ಕಿದಿಚು ಕರನ್ ಯೆತ್ ಛ,pronoun pronoun noun verb verb adverb verb
ದೋಇ ದೆಶೆರ್ ನಡೂರ್ ದ್ವಿಪಕ್ಷೀಯ ಸಂಬಂಧ,adjective noun noun noun verb
ಅಬ್ಬೆರ್ ಬೆಳವಣಿಗೆ ಪರಿಶೀಲನೆ ಕರೋ,adverb noun verb verb
ಹಮೆನ್ ದೋಷ ದೋಮತ್,pronoun noun verb
ಈ ಬರಿ ದಿ ಉದಾಹರಣೆ ಛ,pronoun preposition adjective noun verb
ಆಶಾ ಕನ್ನಾಯಿ ವೇತ್ತಿಕೋನಿ,noun noun verb
ಓ ನೊಬೆಲ್ ಪ್ರಶಸ್ತಿ ಗೆದ್ದ ಮಲೆಚ್,pronoun noun noun verb verb
ಪ್ರಕರಣೆನ್ ಸಿಬಿಐ ವನುನ್ ದಿನೇಚ,noun noun preposition verb
ಲೈವ್ ಅಪ್ಡೇಟ್ ಎತ್ತ್ ಛ,noun noun adverb verb
ನಿರ್ಧಾರ್ ಲೆಲ್ದೇಚ,noun verb
ಈ ಏಕ್ ಸುದೀರ್ಘ ಹೋರಾಟ ವೇಮಲಿಚ್,pronoun adjective noun verb verb
ರಾಜ್ಯ ಏರ್ ಮಾಣಸ ಅಭಿರುದ್ಧಿ ಮಾಂಗ್ರೆಚ,noun preposition noun noun verb
ಉ ಏಕ್ ಅದ್ಭುತ ಮಾಣಸ್ ಛ,pronoun adjective noun noun verb
ಮುಖಂಡಓ ನಾಡಗೀತೆನ್ ದನಿಗೂಡ್ಸೆಚ,noun noun verb
ಫಲಕೇನ್ ಪರೀಕ್ಷಿಸೆನ್ ಸರಳ ಮಾದರಿ ಛ,noun noun verb verb verb
ಕಾರ್ಯಕ್ರಮ ಟಿವಿ ಮಾಯಿ ನೇರ ಪ್ರಸಾರ್ ವಚ,noun noun preposition noun noun verb
ಟೆಂಡರ್ ವನುನ್ ಬಲಾಮಲೆಚ್,noun preposition verb
ಸಾಹಿತ್ಯ ಅನ್ ಕೃತಿ,noun conjunction noun
ಸೆ ಖರ್ಚ್ ಏಕ್ ಪರ್ ಸಾಟ್ ಲಾಖೆತಿಭಿ ಜಾಸ್ತಿ ಛ,noun verb adjective preposition adjective noun adjective verb
ವನೂರ್ ಕರೆ ಸ್ವೀಕಾರ್ ಕಿದೆಕೊಂತಿ,pronoun verb verb verb
ಪಣ ಅನುಭವ ಅದ್ಭುತ ಛ,conjunction noun noun verb
ಜೇರ್ಸಾರು ಸೋಲೆರ್ ಸಾಧ್ಯತೆ ಛೆಯೀ,preposition noun verb verb
ಈ ನಡುವಳಿಕೆ ಅನೇಕ್ ಕಾರಣ್ ಛ,pronoun noun noun verb verb
ಪಣ ಉ ಕನ್ನಾಯಿ ಕಿದೆ ಕೋನಿ,conjunction pronoun noun verb verb
ಕುಣಶಿ ಭೀ ವಾತೇರೆನಿ,noun preposition verb
ಈ ಲೇಖಕೆರ್ ಆಶಯ ಛ,pronoun noun verb verb
ಈ ರಿತಿರ್ ವ್ಯವಸ್ಥೆ ದುಸರ್ ದೆಶೆ ಮಾಯಿ ಚಾಲ್ತಿ ಛ,pronoun noun noun noun noun preposition verb verb
ಪಣ ಮಾರ್ ವಾಟ್ ದಸೆಕ್ ನಾಳಿ ಛ,conjunction pronoun noun adjective noun verb
ಪಣ ಪೀಸಾ ಪುರಾಟಿ ಕೋನಿ,conjunction noun verb verb
ಸಾಮಾನ್ಯವಾಗಿ ಈ ಮಾಟಿ ವನುನ್ ಖರೆ ಛ,noun pronoun noun preposition verb verb
ದುಸರ್ ನವವೋ ತಂತ್ರದ್ನ್ಯಾಏರ್ ಅಭಿರುದ್ದಿ ಛ,noun adjective noun noun verb
ಸೊಜಾವ್ ಅನ್ ತಮ್ ಮರೋಚೊ,verb conjunction pronoun verb
ಉ ಸ್ಯಾಮುಯೆಲ್ಸ್ ಜೀವನ್ ಮಾದರಿ ಛ,pronoun noun noun noun verb
ನಿರ್ಣಾಯೆಕ್ ನಿರ್ಧಾರ್ ಛಿಪೆನ್ ಸಾಧ್ಯ ಹುಯಿಕೋನಿ,noun noun verb verb verb
ದಸೆಕ್ ಪೀಸಾ ಉಳಿತಾಯ ಕರೆನ್ ಪ್ರಯತ್ನ ಕರೋ,adjective noun noun verb verb verb
ಜೇರ್ಸಾರು ಈ ಮನ್ ಅನುಭವ ಹುಯಿಚ,preposition pronoun pronoun verb verb
ವಿದ್ಯಾವಂತ್ ರೆಕತೋ ನೋಕರಿ ಮಳಚ,noun verb noun verb
ಓ ತುಟಗೆಚ,pronoun verb
ಬೈಬ್ಲೆರ್ ದೃಷ್ಟಿಕೋನ ಕಾಯಿ ಛ,noun noun noun verb
ಕುಣಶಿ ಹೋಲಿಕೆ ಛೆಯೀ,noun verb verb
ಕುಣಶಿ ಭೀ ಸವಾಲ್ ಎದರಸಾಯೆನ್ ಮ ತಯಾರ್ಚು,noun preposition noun verb pronoun verb
ತು ಕಸೆಸಾರ್ ಗಪ್ಪ ಛಿ,pronoun noun verb verb
ಓನ್ ಹಮ್ ಒಪ್ಪಕೊಳಾಚಾ,pronoun pronoun verb
ಉ ಲಾರ್ತಿ ಓರ್ ವಾಟೆ ಲಾರ್ ಲೆಲ್ದಿತಿ,pronoun adverb pronoun noun preposition verb
ಮ ತಮಾರ್ ಜೋಡಿ ಹುಬ್ಬರುಚು ಕರನ್ ಕೇತೇ,pronoun pronoun preposition verb preposition verb
ಈ ಸರಳ ನಿರ್ಧಾರ್ ಛ,pronoun adjective verb verb
ಯೆತ್ತೆರ್ ಮಾಣಸ ಜಾಸ್ತಿ ಕ್ರಿಷಿನ್ ನಂಬಮ್ಲೇಚ,adverb noun adjective noun verb
ಆಜೆರ್ ದಾಡ್,adverb noun
ಭಾರತೇನ್ ದಿ ಪದಕ,noun adjective noun
ಉ ಉದ್ದೇಶ ಕಾ೦ಯೀ ವೇತ್ತಿ,pronoun noun noun verb
ಉ ಏಕ್ ಪರೀಕ್ಷಿತ್ ನಾಯಕ್ ಛ,pronoun adjective noun noun verb
ಉ ವ್ಯೆಕ್ತಿ ಕಾ೦ಯೀ ಕೇಂಲೋಚ,pronoun noun noun verb
ಮಾಳಿ ವನೂರ್ ಕಾಮ್ ಕು ಚಾಲಚ,noun preposition noun noun verb
ಓನ್ ಮಾಣಸ ನಿರ್ಧಾರ್ ಕರಚ,pronoun noun verb verb
ಮಾರ್ ಮಾಸಿಕ್ ಪಗಾರ ಜಾಸ್ತಿ ಕರಣು,pronoun noun noun adjective verb
ಓ ಪ್ರದ್ನ್ಯಾಹೀನ್ ವೇಗೆತೆ,pronoun noun verb
ಅಪಘಾತೇ ಮಾಯಿ ಇಂಜಿನಿಯರ್ ಮರ್ಗೋಚ,noun preposition noun verb
ಮನ್ ನಿಂದ್ ಆವಗಿ,pronoun verb verb
ಖಿನ್ನತೆ ಏಕ್ ಜಡ್ದ್ ಛ,noun adjective noun verb
ಖಿನ್ನತೆನ್ ದಾವಾಖಾನಿರ್ ಜರೂರತ್ ಛ,noun noun verb verb
ತಮಾರ್ ಪ್ರಯತ್ನ್ಯೆನ್ ತಮ್ ಪ್ರತಿಫಲ ಲೊಚೊ,pronoun noun pronoun verb verb
ದಸೆಕ್ ಘರೇ ವನುನ್ ಖಿಲಿ ಘಾಲ್ ಮಲೇಚ,adjective noun preposition noun verb verb
ಯೆರ್ ಬಗ್ಗೆ ಲೋಕ್ ಜಾಗೃತ ವೇಣು,pronoun conjunction noun verb verb
ಓ ಏಕ್ ಅದ್ಭುತ ಮೆಚ್ಚುಗೆ ಅನ್ ಸಾಥ್ ದಿನೇಚ,pronoun adjective noun verb conjunction verb verb
ಓ ಕಾರ್ ಖರೀದಿ ಕಿದೆಚ,pronoun noun verb verb
ಕುಣಶಿ ಭೀ ಜಾಸ್ತಿ ಶುಲ್ಕ ಛೆಯೀ,noun preposition adjective noun verb
ಮೋಟಾರ್ ಸೈಕಲ್ ಜಂಗ್ ಪಕ್ಡಾ ಮಲಿಚ,noun noun noun verb verb
ಪಣ ಅಜಿ ಆದೇಶ ದಿನೆ ಕೊಂತಿ,conjunction preposition verb verb verb
ತಮೆನ್ ನಾಚೆರೋ ಕತೋ ಕಾ೦ಯೀ,pronoun verb preposition noun
ವನೂರ್ ನಡು ಸಾಮಾನ್ಯ ಕಾ೦ಯೀ ಛೆಯೀ,preposition noun noun noun verb
ಬಂಧಿತ್ ಮಾಯಿ ಛೋ ಬಾಯಿಗೋಳೇ ಛ,noun preposition adjective noun verb
ಕುಣಶಿ ಗೊಂದಲ ಛೆಯೀ,noun noun verb
ರೆಪೊಸಿಟರಿ ಕಾನ್ಫ್ಹಿಗರೇಷನ್ ಲಕೆನ್ ಸಾಧ್ಯ ಛೆಯೀ,noun noun verb verb verb
ಓ ಸ್ವಚತೆನ್ ಜಾಸ್ತಿ ಮಹತ್ವ ದಚ,pronoun verb adjective noun verb
ಜೇರ್ಸಾರು ಆಧಾರ್ ಛೆಯೀ ಜಕೋಣಿ ಆರೋಪ ಕರ್ರೆಚ,preposition noun verb preposition verb verb
ಆಚೆ ಪತ್ರಕರ್ತರು ಭ್ರಷ್ಟರು ಕಾವ,adjective noun noun verb
ಬಧ್ರತೆ ದೆಮಲೇಚ,noun verb
ಅಜಿ ಘಣ ವಿಷಯ ಛ,preposition adjective noun verb
ದೊಯಿನ್ ಭೀ ನಾಮ್ ದಿನೆ ಕೊಂತಿ,adjective preposition noun verb verb
ಲಾರ್ತಿ ದುಸರ್ ವ್ಯೆಕ್ತಿ ಜೋಡಿ ಸಗಾಯಿ ಕರ್ಲಿದಿತಿ,adverb noun noun preposition noun verb
ಸುನಿಲ್ ಜಾಗೆ ಪರಜ ಮರಗೋ,noun noun preposition verb
ಓ ಮುಖ್ಯಮಂತ್ರಿ ವೇಗೆಚ್,pronoun noun verb
ಹಮ್ ವನು ಜೋಡಿ ನಿರಂತರ ಸಂಪರ್ಕೆಮ್ ಛಾ,pronoun pronoun preposition noun verb verb
ಈ ಆರ್ಥಿಕ ಭೀ ಛ,pronoun noun preposition verb
ಐಸ್ ಕ್ರೀಮ್ ಘಣ ರುಚಿ ಹೊಂದ್ ಮಲಿಚ,noun noun adjective verb verb verb
ವನುತಿ ಮ ಘಣ ಶಿಕ್ಮಲೀಚು,pronoun pronoun adjective verb
ವನುನ್ ಭರೋಸಾ ಛ ಕಾ೦ಯೀ,pronoun verb verb noun
ಈ ಸ್ವಾಗತ್ ಕರೆರ್ ಪ್ರತಿಪಾದನೆ ಛ,pronoun verb verb noun verb
ಮನ್ ಸಿನೆಮಾ ಹಿನ್ನಲೆ ಛೆಯೀ,pronoun noun noun verb
ಮ ಬಾಹರ್ ದಿಟಿಚು,pronoun noun verb
ಕಸ್ ಪ್ರತಿಭೆ ಛ,noun noun verb
ಉ ಪ್ರತಿಕ್ರಿಯೆ ಬರೋಬರಿ ಛ,pronoun noun noun verb
ಮ ಓನ್ ಪೂರ್ತಿಯಾಗಿ ಓಪ್ಪುನಿ,pronoun pronoun noun verb
ಮ ಕನ್ನಾ ಚಾವ ಜನಾ ವತ್ತ ಜಾ ಸಕುಚು,pronoun noun verb preposition adverb verb verb
ಜಾಯೆರ್ ಆಂಗ್ ಏನ್ ಸಾಂಬ್ಲೊ,verb preposition pronoun verb
ತಮ್ ಕತ್ರಾ ಜೊರ್ತಿ ಚಾಲ್ ಸಕೋಚೊ,pronoun noun adjective verb verb
ಈ ಟಿಕೆನ್ ಗುರಿ ವೇಗಿಚ,pronoun noun noun verb
ಡಾಕ್ಟರ್ ವನುನ್ ರೋಗ್ ನಿರ್ಣಯ ಕರೆನ್ ಕಸೆನ್ ಸಾಧ್ಯ ವೆರಿಕೊಂತಿ,noun preposition noun noun verb noun verb verb
ಈ ವಾಟ್ ಪಂಜಾಬ್ ಸಾವು ಜಾವಚ,pronoun noun noun preposition verb
ಎರ್ಸಾರು ದೋಯಿನ್ ಪಕಡ್ ಲಿದೇತೇ,preposition adjective verb verb
ಏರ್ ಲಾರ್ ಏಕ್ ಕುತೂಹಲಕಾರಿ ಸಾಖಿ ಛ,pronoun adverb adjective noun noun verb
ಅನ್ ಈ ಬಾಯಿಗೋಳೆ,conjunction pronoun noun
ಪಣ ಯುಕೆ ಅತ್ರಾಜ್ ಕಾವ,conjunction noun noun verb
ಏಕಜ ಭರೋಸಾ ಛ,adjective noun verb
ಈ ನಿಯಮ ಅಜಿ ಜಾರಿ ವೇಣು,pronoun noun preposition verb verb
ಕೈಗಾರಿಕಾ ಮಷೀನ್ ಓಸೆ ಘಣ ಮೂ೦ಗ್ ವೇಗೆಚ,noun noun preposition adjective adjective verb
ಮ ಓನ್ ಕನ್ನಾಯಿ ಭೂಲೂನಿ,pronoun pronoun noun verb
ತಮಾರ್ ಬ್ಯಾಂಕ್ ಖಾತಾ ಬಂದ್ ಕರ್ನಾಕೋ,pronoun noun noun verb verb
ಸಾಖಿ ಜರೂರತ್ ಛ,noun verb verb
ಈ ಲಟ್ಟಾನ ನರಮ್ ಕರಚ,pronoun noun adjective verb
ಸಾಮಾಜಿಕ್ ಜಾಲತಾಣೆ ಮಾಯಿ ವಿಡಿಯೋ ಹಬ್ಬರಿಚ,noun noun preposition noun verb
ದುಸರ್ ವಾಟ್ ಛ ಕಾ೦ಯಿ,noun noun verb verb
ಆಂಗ್ ಕಾ೦ಯಿ ವಚ ಕರನ್ ಮಾಲಮ್ ವೇಸಾರು ವಿಡಿಯೋ ದೇಕೋ,adverb noun verb verb verb verb noun verb
ತಮ್ ಪುಚ ಜಕೋಣಿ ವ್ಯಂಗ್ ಕಾ೦ಯೀ ಛ,pronoun verb preposition noun noun verb
ಓನ್ ಬಳಕೆ ಕರ್ ಸಕಾಚಾ,pronoun verb verb verb
ಮನ್ ಕನ್ನಡ ವಾತೆ ಕರೆರ್ ಘಣ ಇಷ್ಟ ಛ,pronoun noun noun verb adjective verb verb
ನವವೋ ಎಮೋಟಿಕಾನ್ ರಚನೆ ಕರೋ,adjective noun verb verb
ಅಬ್ಬ ಸದ್ದೇ ಓನ್ ಫೋಡನು ಕರನ್ ಆಗ್ರಹ ಕರ್ರೆಚ,adverb adverb pronoun verb verb verb verb
ಮರ್ಮಲೆ ಜಕೋ ಸಂಖ್ಯಾ ಅಜಿ ಜಾಸ್ತಿ ವೇರ್ ಸಾಧ್ಯತೆ ಛ,verb preposition noun preposition adjective verb verb verb
ಸಮಸ್ಯೆ ಹಮೆನ್ ಮಾಲಮ್ ಛ,noun pronoun verb verb
ಮನ್ ಸಾಖಿ ಇಷ್ಟ ವೇಗಿಚ,pronoun noun verb verb
ಕೊನೆ ವಿಷಯ ಕೋರ್ಟ್ ಏರ್ ಪಾಯಿರಿ ಚಡ್ಗೀಚ,noun noun noun preposition noun verb
ಏ ವಿಧಾಯೆನ್ ಎಕೇಕ್ ವಣಾ ನಿರ್ಣಯ ಕರನ್ ಹಕಾರಚ,pronoun noun adjective preposition noun verb verb
ಪಾಣಿ ಭೀ ಮಳಚ,noun preposition verb
ವಿಸ್ಕಿ ಅನ್ ಬ್ರಾಂಡಿ ಕಸೆನ್ ಮತ್ತ,noun conjunction noun noun verb
ಏರ್ ಬಗ್ಗೆ ವಿದ್ನ್ಯಾನಿ ಓ ಕಾ೦ಯೀ ಕಚ,pronoun conjunction noun preposition noun verb
ಜಾಸ್ತಿ ಖಾವೊ ಮತ್,adjective verb verb
